capacity_DC,SiteCity,SiteState,SiteZip_5_digit,FacilityType,dateinservice
4.68,Marlborough,Massachusetts,01752,See Power Clerk,NULL
4.41,Boston,Massachusetts,02131,See Power Clerk,NULL
99,Hadley,Massachusetts,01035,Agricultural,3/30/2012
18,Blackstone,Massachusetts,01504,Commercial / Office,2/28/2012
6.9,Wakefield,Massachusetts,01880,Residential (3 or fewer dwelling units per building),12/9/2011
12.6,Northborough,Massachusetts,01532,Residential (3 or fewer dwelling units per building),1/24/2012
4.32,Bolton,Massachusetts,01740,Residential (3 or fewer dwelling units per building),10/11/2012
4.578,Bourne,Massachusetts,02532,Residential (3 or fewer dwelling units per building),7/16/2012
3.96,East Bridgewater,Massachusetts,02333,Commercial / Office,7/16/2012
14.82,Freetown,Massachusetts,02702,Religious,8/15/2012
4.9,Boston,Massachusetts,02125,See Power Clerk,NULL
5,Maynard,Massachusetts,01754,Commercial / Office,7/24/2012
7.44,Canton,Massachusetts,02021,Commercial / Office,6/20/2012
8.36,East Bridgewater,Massachusetts,02333,Commercial / Office,7/20/2012
6.86,Woburn,Massachusetts,01801,Commercial / Office,10/22/2012
10.464,Cambridge,Massachusetts,02138,Commercial / Office,10/15/2012
7.2,Dartmouth,Massachusetts,02747,Commercial / Office,9/5/2012
4.7,Boston,Massachusetts,02122,Commercial / Office,7/13/2012
5.1,Newton,Massachusetts,02458,See Power Clerk,7/26/2012
6.58,Seekonk,Massachusetts,02771,Commercial / Office,5/31/2012
7.04,Acton,Massachusetts,01720,Commercial / Office,3/13/2013
7.44,New Salem,Massachusetts,01355,Commercial / Office,7/10/2012
4.41,Boston,Massachusetts,02131,Commercial / Office,7/13/2012
5.64,Somerville,Massachusetts,02144,Commercial / Office,11/30/2012
4.16,Andover,Massachusetts,01810,Residential (3 or fewer dwelling units per building),6/25/2012
7.2,Whately,Massachusetts,01093,Residential (3 or fewer dwelling units per building),6/15/2012
4.51,Newton,Massachusetts,02465,Residential (3 or fewer dwelling units per building),6/12/2012
5.76,Westport,Massachusetts,02790,See Power Clerk,NULL
4.56,Waltham,Massachusetts,02451,Commercial / Office,7/19/2012
8.4,Webster,Massachusetts,01570,Commercial / Office,8/28/2012
4.925,Orleans,Massachusetts,02653,Residential (3 or fewer dwelling units per building),7/16/2012
5.76,Quincy,Massachusetts,02169,Residential (3 or fewer dwelling units per building),12/7/2012
3.27,Cambridge,Massachusetts,02138,Residential (3 or fewer dwelling units per building),6/29/2012
6.48,Bridgewater,Massachusetts,02324,Commercial / Office,7/20/2012
2.88,Rowe,Massachusetts,01367,Residential (3 or fewer dwelling units per building),6/27/2012
7.848,Yarmouth,Massachusetts,02675,Commercial / Office,10/15/2012
9.81,Hopedale,Massachusetts,01747,Commercial / Office,6/15/2012
3.29,Boston,Massachusetts,02136,Commercial / Office,7/19/2012
5,East Longmeadow,Massachusetts,01028,Residential (3 or fewer dwelling units per building),7/11/2012
4.41,Salem,Massachusetts,01970,Residential (3 or fewer dwelling units per building),9/4/2012
6.12,Freetown,Massachusetts,02702,Commercial / Office,7/23/2012
9.156,Westford,Massachusetts,01886,Commercial / Office,6/28/2012
8.16,Amesbury,Massachusetts,01913,Commercial / Office,7/30/2012
6.615,Kingston,Massachusetts,02364,Residential (3 or fewer dwelling units per building),6/25/2012
4.9,Lexington,Massachusetts,02421,Commercial / Office,7/18/2012
5.76,Kingston,Massachusetts,02364,See Power Clerk,1/3/2013
10.56,Northborough,Massachusetts,01532,Commercial / Office,8/15/2012
8.16,Amesbury,Massachusetts,01913,Commercial / Office,8/15/2012
16.08,Ashburnham,Massachusetts,01430,Commercial / Office,11/21/2011
10.56,Southborough,Massachusetts,01772,Commercial / Office,1/24/2012
4.75,Brookline,Massachusetts,02445,Commercial / Office,1/12/2012
8.64,South Hadley,Massachusetts,01075,Residential (3 or fewer dwelling units per building),4/11/2012
7.59,Ayer,Massachusetts,01434,Residential (3 or fewer dwelling units per building),2/15/2012
64.8,Wellfleet,Massachusetts,02663,Other,4/5/2012
81,Cambridge,Massachusetts,02139,Multi-family residential (4 or more dwelling units per building),1/30/2012
95.6,Lawrence,Massachusetts,01840,Mixed use (commercial & residential),3/15/2012
51,Boston,Massachusetts,02127,Multi-family residential (4 or more dwelling units per building),1/18/2012
15.51,Boston,Massachusetts,02127,Multi-family residential (4 or more dwelling units per building),1/18/2012
15.51,Boston,Massachusetts,02127,Multi-family residential (4 or more dwelling units per building),2/2/2012
28.44,Boston,Massachusetts,02127,Multi-family residential (4 or more dwelling units per building),1/1/2012
28.66,Boston,Massachusetts,02127,Multi-family residential (4 or more dwelling units per building),1/1/2012
43.24,Lowell,Massachusetts,01854,Multi-family residential (4 or more dwelling units per building),1/10/2012
17.25,Lowell,Massachusetts,01854,Multi-family residential (4 or more dwelling units per building),1/10/2012
17.25,Lowell,Massachusetts,01854,Multi-family residential (4 or more dwelling units per building),1/10/2012
71.99,Lowell,Massachusetts,01854,Multi-family residential (4 or more dwelling units per building),2/10/2012
7.2,Medway,Massachusetts,02053,Commercial / Office,8/1/2012
8.64,Northampton,Massachusetts,01062,Residential (3 or fewer dwelling units per building),12/12/2012
4.32,Townsend,Massachusetts,01474,Commercial / Office,9/28/2012
8.16,Westminster,Massachusetts,01473,Commercial / Office,7/20/2012
4.655,Somerset,Massachusetts,02726,Commercial / Office,8/29/2012
7.8,Hatfield,Massachusetts,01038,Commercial / Office,7/5/2012
2.7,Eastham,Massachusetts,02642,Residential (3 or fewer dwelling units per building),8/13/2012
7.92,Gardner,Massachusetts,01440,Commercial / Office,8/13/2012
3,Southampton,Massachusetts,01073,Residential (3 or fewer dwelling units per building),7/10/2012
7.25,Fitchburg,Massachusetts,01420,Residential (3 or fewer dwelling units per building),6/12/2012
11.04,Dartmouth,Massachusetts,02747,Commercial / Office,8/15/2012
14.25,Cummington,Massachusetts,01026,See Power Clerk,NULL
6.48,Westborough,Massachusetts,01581,Commercial / Office,7/30/2012
4,Newton,Massachusetts,02459,Residential (3 or fewer dwelling units per building),9/4/2012
4.41,Boston,Massachusetts,02132,Commercial / Office,7/18/2012
5.76,Fitchburg,Massachusetts,01420,Commercial / Office,8/22/2012
7.68,Fitchburg,Massachusetts,01420,Commercial / Office,10/2/2012
4.9,Boston,Massachusetts,02121,Commercial / Office,7/16/2012
6.45,New Bedford,Massachusetts,02740,See Power Clerk,NULL
4.9,West Springfield,Massachusetts,01089,See Power Clerk,NULL
6.63,Plymouth,Massachusetts,02360,Commercial / Office,7/23/2012
51.91,Lowell,Massachusetts,01854,Multi-family residential (4 or more dwelling units per building),1/10/2012
33.12,Deerfield,Massachusetts,01342,Agricultural,2/4/2012
3.7,Arlington,Massachusetts,02474,Commercial / Office,3/29/2012
4.07,Boston,Massachusetts,02130,Commercial / Office,4/13/2012
2.28,Natick,Massachusetts,01760,Commercial / Office,4/19/2012
3.8,Boston,Massachusetts,Bosto,Commercial / Office,4/19/2012
61.44,Chilmark,Massachusetts,02535,Residential (3 or fewer dwelling units per building),2/29/2012
32.9,Waltham,Massachusetts,02453,Commercial / Office,11/17/2011
139.23,Carver,Massachusetts,02330,Commercial / Office,3/15/2012
6.72,New Bedford,Massachusetts,02740,Multi-family residential (4 or more dwelling units per building),11/10/2011
78.54,Greenfield,Massachusetts,01301,College / University,2/6/2012
147.8,Salem,Massachusetts,01970,College / University,4/12/2012
129.36,Springfield,Massachusetts,01107,Municipal / Government / Public,3/12/2012
29.4,Lancaster,Massachusetts,01523,Municipal / Government / Public,4/24/2012
8.36,Carlisle,Massachusetts,01741,Commercial / Office,1/31/2012
5.25,Ashland,Massachusetts,01721,Commercial / Office,4/30/2012
2.52,Andover,Massachusetts,01810,Commercial / Office,5/1/2012
37.13,Hudson,Massachusetts,01749,Industrial,12/19/2011
116.61,Fall River,Massachusetts,02721,Commercial / Office,3/15/2012
206,Fitchburg,Massachusetts,01420,Industrial,2/15/2012
3.995,Stoneham,Massachusetts,02180,Commercial / Office,4/18/2012
3.76,Stoneham,Massachusetts,02180,Commercial / Office,4/20/2012
3.76,Woburn,Massachusetts,01801,Commercial / Office,4/27/2012
3.76,Woburn,Massachusetts,01801,Commercial / Office,4/27/2012
3.995,Stoneham,Massachusetts,02180,Commercial / Office,4/27/2012
6.58,Woburn,Massachusetts,01801,Commercial / Office,4/27/2012
2000,Northfield,Massachusetts,01360,Other,3/30/2012
198,New Bedford,Massachusetts,02746,Commercial / Office,11/16/2011
29.9,Milford,Massachusetts,01757,Commercial / Office,1/23/2012
2.76,Cambridge,Massachusetts,01238,Residential (3 or fewer dwelling units per building),2/16/2012
245.28,Springfield,Massachusetts,01111,Commercial / Office,1/24/2012
2.15,Medfield,Massachusetts,02052,Residential (3 or fewer dwelling units per building),12/10/2010
19.8,Franklin,Massachusetts,02038,Commercial / Office,5/8/2012
3.68,Hingham,Massachusetts,02043,Residential (3 or fewer dwelling units per building),12/21/2011
50.76,Dighton,Massachusetts,02715,Religious,3/2/2012
11.75,Fall River,Massachusetts,O2723,Retail,3/2/2012
3.84,Somerset,Massachusetts,02777,Retail,3/2/2012
51.935,Raynham,Massachusetts,02767,Industrial,3/8/2012
151.34,Dartmouth,Massachusetts,02747,Industrial,2/21/2012
161.915,Fall River,Massachusetts,02724,School (K-12),12/21/2011
76.375,Fall River,Massachusetts,02720,School (K-12),12/21/2011
226.07,Fall River,Massachusetts,02723,School (K-12),12/21/2011
111.475,Fall River,Massachusetts,02720,Municipal / Government / Public,12/28/2011
51.07,Canton,Massachusetts,02021,Commercial / Office,12/28/2011
212.6,Natick,Massachusetts,01760,School (K-12),12/28/2011
103.4,Natick,Massachusetts,01760,School (K-12),12/21/2011
116.1,Natick,Massachusetts,01760,School (K-12),12/28/2011
302.4,Natick,Massachusetts,01760,School (K-12),12/21/2011
276.64,Boston,Massachusetts,02128,Commercial / Office,12/28/2011
93.18,Boston,Massachusetts,02128,Commercial / Office,12/28/2011
73.32,Boston,Massachusetts,02119,Commercial / Office,3/8/2012
1.84,Hadley,Massachusetts,01035,School (K-12),1/13/2012
12.42,Gloucester,Massachusetts,01930,Municipal / Government / Public,3/23/2012
16.344,Barre,Massachusetts,01005,Agricultural,3/15/2012
4.8,Norfolk,Massachusetts,02056,Commercial / Office,5/8/2012
86.19,Mattapoisett,Massachusetts,02739,Commercial / Office,4/19/2012
4.23,Woburn,Massachusetts,01801,Commercial / Office,5/7/2012
7.52,Woburn,Massachusetts,01801,Commercial / Office,5/8/2012
4.465,Stoneham,Massachusetts,02180,Commercial / Office,5/8/2012
3.525,Woburn,Massachusetts,01801,Commercial / Office,5/8/2012
7.99,Woburn,Massachusetts,01801,Commercial / Office,5/8/2012
29.7,Westfield,Massachusetts,01085,Commercial / Office,4/11/2012
256.75,Deerfield,Massachusetts,01373,Commercial / Office,5/1/2012
7.68,Springfield,Massachusetts,01151,Residential (3 or fewer dwelling units per building),4/3/2012
39.78,Concord,Massachusetts,01742,Commercial / Office,4/20/2012
33.84,Wareham,Massachusetts,02576,Industrial,5/8/2012
1121.12,Westford,Massachusetts,01886,Industrial,4/9/2012
1121.12,Westford,Massachusetts,01886,Industrial,4/9/2012
1118.7,Westford,Massachusetts,01886,Industrial,4/9/2012
18.63,Sudbury,Massachusetts,01776,Residential (3 or fewer dwelling units per building),3/28/2012
25.38,Somerset,Massachusetts,02725,Municipal / Government / Public,5/16/2012
6.2,Fall River,Massachusetts,02720,Residential (3 or fewer dwelling units per building),4/12/2012
4.8,Marion,Massachusetts,02738,Residential (3 or fewer dwelling units per building),5/2/2012
7.2,Orleans,Massachusetts,02662,Residential (3 or fewer dwelling units per building),4/30/2012
126.73,Worcester,Massachusetts,01604,Commercial / Office,5/4/2012
11.04,Brewster,Massachusetts,02631,Residential (3 or fewer dwelling units per building),5/3/2012
106.08,Pittsfield,Massachusetts,01201,Commercial / Office,5/3/2012
2.1,Falmouth,Massachusetts,02536,Residential (3 or fewer dwelling units per building),3/29/2012
11.7,Groton,Massachusetts,01450,Residential (3 or fewer dwelling units per building),3/12/2012
2.15,Otis,Massachusetts,01253,Residential (3 or fewer dwelling units per building),3/16/2012
42.55,Acton,Massachusetts,01720,Commercial / Office,3/20/2012
60,Shelburne,Massachusetts,01370,Commercial / Office,4/1/2012
3.23,Boston,Massachusetts,02129,Commercial / Office,5/15/2012
7.848,Barnstable,Massachusetts,02634,Commercial / Office,10/15/2012
3.055,Boston,Massachusetts,02119,See Power Clerk,NULL
10.045,Boston,Massachusetts,02124,See Power Clerk,NULL
4.08,Northampton,Massachusetts,01062,Commercial / Office,8/27/2012
3.5,Sudbury,Massachusetts,01776,Commercial / Office,6/27/2012
4.23,Hopkinton,Massachusetts,01748,Residential (3 or fewer dwelling units per building),7/10/2012
5.76,Leominster,Massachusetts,01453,See Power Clerk,NULL
8.25,Westport,Massachusetts,02790,Residential (3 or fewer dwelling units per building),8/15/2012
10.56,Worthington,Massachusetts,01098,Commercial / Office,12/11/2012
7.68,Needham,Massachusetts,02492,Commercial / Office,12/19/2012
6.24,West Bridgewater,Massachusetts,02379,Commercial / Office,8/28/2012
8.28,Newton,Massachusetts,02459,Commercial / Office,8/14/2012
5,Boston,Massachusetts,02131,Commercial / Office,7/12/2012
5.5,Cambridge,Massachusetts,02140,Commercial / Office,7/17/2012
4.5,Boston,Massachusetts,02127,Commercial / Office,7/16/2012
3.57,Newton,Massachusetts,02460,Commercial / Office,8/9/2012
4.59,Westport,Massachusetts,02790,Commercial / Office,6/18/2012
6.9,Cambridge,Massachusetts,02138,Commercial / Office,10/12/2012
3.29,Cambridge,Massachusetts,02140,Commercial / Office,7/17/2012
3.29,Cambridge,Massachusetts,02140,Commercial / Office,8/29/2012
1.35,Barnstable,Massachusetts,02630,Residential (3 or fewer dwelling units per building),6/5/2012
9.6,Lee,Massachusetts,01238,Commercial / Office,7/25/2012
8.46,Uxbridge,Massachusetts,01569,Residential (3 or fewer dwelling units per building),6/19/2012
8.25,Great Barrington,Massachusetts,01230,Commercial / Office,7/19/2012
5,Monson,Massachusetts,01057,Residential (3 or fewer dwelling units per building),6/28/2012
4.8,Seekonk,Massachusetts,02771,Commercial / Office,7/19/2012
7.65,Westwood,Massachusetts,02090,Commercial / Office,9/28/2012
4.59,Westport,Massachusetts,02790,Commercial / Office,8/13/2012
5.875,Bellingham,Massachusetts,02019,Commercial / Office,7/11/2012
7.44,Southborough,Massachusetts,01772,Residential (3 or fewer dwelling units per building),7/25/2012
4.9,Boston,Massachusetts,02119,Commercial / Office,7/18/2012
3.185,Boston,Massachusetts,02136,Commercial / Office,7/30/2012
8.97,Rutland,Massachusetts,01543,Commercial / Office,8/8/2012
6.27,Nahant,Massachusetts,01908,Commercial / Office,7/30/2012
1.44,Northampton,Massachusetts,01062,Residential (3 or fewer dwelling units per building),6/28/2012
4.995,Acton,Massachusetts,01720,Commercial / Office,7/20/2012
3.92,Boston,Massachusetts,02131,Commercial / Office,7/24/2012
9.88,Amherst,Massachusetts,01002,Residential (3 or fewer dwelling units per building),8/17/2012
4.23,Plymouth,Massachusetts,02360,Residential (3 or fewer dwelling units per building),8/9/2012
3.675,Arlington,Massachusetts,02474,Commercial / Office,8/15/2012
5.76,Kingston,Massachusetts,02364,See Power Clerk,NULL
3.185,Acushnet,Massachusetts,02743,Commercial / Office,8/24/2012
4.935,Orleans,Massachusetts,02653,Residential (3 or fewer dwelling units per building),7/19/2012
4.8,Sheffield,Massachusetts,01257,Residential (3 or fewer dwelling units per building),8/23/2012
6.86,Attleboro,Massachusetts,02703,Commercial / Office,8/27/2012
11.445,Wrentham,Massachusetts,02093,Commercial / Office,7/18/2012
8,Hardwick,Massachusetts,01037,Residential (3 or fewer dwelling units per building),6/29/2012
3.84,Methuen,Massachusetts,01844,Residential (3 or fewer dwelling units per building),8/27/2012
9.75,Quincy,Massachusetts,02169,See Power Clerk,7/30/2012
4.28,Hopkinton,Massachusetts,01748,Residential (3 or fewer dwelling units per building),4/2/2012
5.89,Fairhaven,Massachusetts,02719,Commercial / Office,5/15/2012
100.815,Dedham,Massachusetts,02026,Industrial,5/29/2012
4.465,Woburn,Massachusetts,01801,Commercial / Office,5/15/2012
40.86,Sutton,Massachusetts,01590,Commercial / Office,5/4/2012
358.8,Plymouth,Massachusetts,02360,Commercial / Office,3/30/2012
6.37,Plymouth,Massachusetts,02360,Commercial / Office,7/30/2012
3.12,Chesterfield,Massachusetts,01012,Residential (3 or fewer dwelling units per building),12/31/2012
6.76,Chesterfield,Massachusetts,01012,Commercial / Office,12/31/2012
5.76,Edgartown,Massachusetts,02539,Commercial / Office,10/4/2012
11.772,Sutton,Massachusetts,01590,Commercial / Office,9/14/2012
6.63,Dartmouth,Massachusetts,02747,Commercial / Office,11/20/2012
4.5,Newburyport,Massachusetts,01950,See Power Clerk,NULL
5.39,Boston,Massachusetts,02126,Commercial / Office,7/25/2012
5.04,Falmouth,Massachusetts,02540,See Power Clerk,8/9/2012
5.76,Harwich,Massachusetts,02645,Residential (3 or fewer dwelling units per building),8/9/2013
5.76,Quincy,Massachusetts,02169,See Power Clerk,NULL
4.8,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),9/28/2012
4.9,Boston,Massachusetts,02131,Commercial / Office,7/31/2012
3.29,Brockton,Massachusetts,02303,Commercial / Office,8/8/2012
4.9,Tewksbury,Massachusetts,01876,Commercial / Office,11/15/2012
2.5,Dennis,Massachusetts,02638,Commercial / Office,11/21/2012
7.848,Orange,Massachusetts,01364,Residential (3 or fewer dwelling units per building),7/13/2012
7.755,Haverhill,Massachusetts,01832,See Power Clerk,NULL
10.08,Somerset,Massachusetts,02726,Commercial / Office,8/28/2012
3.84,Newton,Massachusetts,02466,Residential (3 or fewer dwelling units per building),11/13/2012
